,track_name,artist_uri,artist_name,genre,popularity,followers,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,mood
spotify:track:34UBnPR0SscsOcvqLu27yx,Over Those,spotify:artist:2tKDLqWxsyXDmWoA4tHspF,Dr. Ozi,canadian electronic,37,30332,0.699,0.993,1,-1.097,1,0.106,0.0463,0.485,0.106,0.305,150.049,4,angry
spotify:track:1dHWc12DGlakN9zBaIgOYB,Vulcano Action - Reevoid Remix,spotify:artist:04k0n1Rcz2MxqvZfioAOTE,Art Of Fighters,gabba,35,28884,0.519,0.975,4,-7.156,0,0.163,0.05,0.00221,0.134,0.416,177.974,4,angry
spotify:track:6NY9Tz82iyFbimtnrGUVU1,Get Dumb,spotify:artist:6xYGLouunUz3QAYt2aJF2E,Gino,na,23,761,0.738,0.818,11,-1.483,1,0.297,0.000172,0.713,0.0968,0.301,175.117,4,angry
spotify:track:7jkc0BRaTGwseDZr9JrVnt,How Long (feat. Steve Aoki and Tim McIlrath),spotify:artist:74NBPbyyftqJ4SpDZ4c1Ed,Tom Morello,modern alternative rock,57,89568,0.582,0.867,2,-6.837,1,0.0838,0.00224,0.0108,0.107,0.362,127.955,4,angry
spotify:track:4ylWnVILjhLHKZ56myd0Ih,Rockstar,spotify:artist:5qeyfkj1A6rNsGz1n4jkgN,The Last Projkt,na,7,85,0.528,0.892,2,-5.039,1,0.0421,0.000902,0.0454,0.677,0.0647,149.972,4,angry
spotify:track:0hRcqofC4vAplVxsGRWDmB,Noya Clap,spotify:artist:7rnzdGq1qPizursGNI1P0V,Bok Nero,na,49,3946,0.769,0.944,2,-0.732,1,0.272,0.0624,0.0,0.263,0.729,159.945,4,angry
spotify:track:3sJPLse0vHsWELhzpqzqfI,WDGAF,spotify:artist:7LjoOGD9rMWkR8clGUu2Id,Fahjah,na,37,2195,0.713,0.917,2,-4.362,1,0.0916,0.000599,0.00416,0.331,0.408,147.995,4,angry
spotify:track:0YME8cJZHRVJBMYVWI4xCG,Jackhammer,spotify:artist:2yT7X3Gg2S51DHz67FAYL6,SNAILS,brostep,49,117794,0.417,0.996,1,-0.455,1,0.471,0.0544,0.0602,0.25,0.174,149.851,4,angry
spotify:track:6wUK8WB3cbNUAAGjNmKy3M,Suffocate,spotify:artist:72iCiKwu6nu6Qq9emIwzYv,Kayzo,brostep,60,143753,0.638,0.961,7,-1.726,1,0.3,0.0144,0.00141,0.175,0.664,150.065,4,angry
spotify:track:3lbG7kXExtAncE6upsGoTw,Gemini,spotify:artist:0Vpv5NQP45aoAwj2XvWowr,DJ Noriken,j-core,35,11310,0.477,0.98,2,-3.894,1,0.187,0.00253,0.834,0.123,0.201,170.054,4,angry
spotify:track:2JVt7FYO0jUQENqapa7KUO,Counting Sheep,spotify:artist:3wnWv1CbRJ0JuDgOcsBPfd,Dj Thera,classic hardstyle,39,13739,0.608,0.966,7,-4.267,1,0.0894,0.00127,0.0171,0.0598,0.235,100.04,4,angry
spotify:track:2kf7vPgN1asz4IZ1bZ5hl8,Power,spotify:artist:40Wl4GtvkAK0CdUwVQ17CP,Viticz,singaporean electronic,19,1055,0.481,0.984,1,-1.698,1,0.505,0.00109,0.475,0.155,0.286,158.065,4,angry
spotify:track:1HPKv8KcF2j5pCeKOMTO0o,Warp 2.019 (feat. Steve Aoki) - Steve Aoki & Kayzo Remix,spotify:artist:0QJKELJZZuLAjqLOOixJm5,The Bloody Beetroots,alternative dance,54,210869,0.664,0.994,1,-1.878,1,0.0716,0.000703,0.78,0.899,0.0377,132.982,4,angry
spotify:track:3TK9qz0lTkmYH7SXL7dTV7,Crush 'Em,spotify:artist:3CXlG1ooii0sOdSCtZBIE1,Sludge,na,30,921,0.395,0.788,9,-4.562,0,0.0862,0.00134,0.00167,0.394,0.199,150.039,4,angry
spotify:track:02zAW3DWnWjpiN1PAVD6yz,Das Weite Land - Digital Punk Fragments Remix,spotify:artist:3hpMKvVTfeW0Of0XstCrEB,Jack Of Sound,classic hardstyle,26,9465,0.322,0.926,11,-3.35,1,0.0703,0.0277,3.93e-05,0.374,0.142,154.929,4,angry
spotify:track:1MNlykltsTiZxoM0eiyABq,Out of Time,spotify:artist:5J3RIw3YwgyXeosItjR9GY,Riot Shift,rawstyle,42,10611,0.606,0.928,7,-4.025,1,0.233,0.0193,6.55e-05,0.404,0.284,154.978,4,angry
spotify:track:5w2AEneGnspPUGx3Lyh2da,Lose Control,spotify:artist:1sJbXvN5tJwsn9JQuM8fTo,Haus of Panda,canadian electronic,42,4258,0.64,0.994,6,-3.449,0,0.275,0.000658,0.543,0.106,0.398,150.027,4,angry
spotify:track:3obM6mHia45brqwY4hRdbt,Chaos,spotify:artist:41OzfB8aTfAJWEOt2n5hNh,Criminal Mayhem,rawstyle,22,1080,0.549,0.983,4,-4.243,0,0.169,0.11,0.0173,0.148,0.247,154.981,4,angry
spotify:track:5CKOWr9sKa7ezfg44jtzgv,Destroy The Universe,spotify:artist:714O3xvBNiclo82vxBn8Bf,k?d,electro house,45,55997,0.63,0.997,10,-3.051,1,0.376,0.00763,0.894,0.117,0.0379,165.012,4,angry
spotify:track:7EwLvjIPPXLM4zFOFWWLNy,Break Your Neck - Pt. 2 VIP,spotify:artist:6M7RdR9ZP52h2mfNLmiHtU,Good Times Ahead,bass trap,61,298126,0.405,0.98,10,-2.37,0,0.167,0.000125,0.221,0.0652,0.206,139.889,4,angry
spotify:track:20MJbYtKEn6xgJX4ztsi5m,Go Back,spotify:artist:6xYGLouunUz3QAYt2aJF2E,Gino,na,23,761,0.628,0.876,2,-2.905,1,0.148,0.185,0.0171,0.0717,0.191,85.986,4,angry
spotify:track:3oVJKMowlkeQbxtMNPSG51,MOVE,spotify:artist:1kiZfWU37oS0pCOV7Os1Pj,GRAVEDGR,electronic trap,50,30204,0.418,0.906,10,-4.231,0,0.301,0.19,0.0,0.792,0.698,139.755,4,angry
spotify:track:2GwrpOf0jMPtijdw9qwpXe,Tongue Tied (with YUNGBLUD & blackbear) - HiGuys Remix,spotify:artist:64KEffDW9EtZ1y2vBYgq8T,Marshmello,brostep,88,28600480,0.516,0.805,1,-7.227,0,0.145,0.00716,3.43e-06,0.0588,0.346,149.982,4,angry
spotify:track:6MD07mA660Xnx6iF0PeQkG,Journey to Infinity,spotify:artist:4wm2p43N7iw80NkW0T5QmF,Hardfunction,hardstyle,29,1141,0.523,0.967,5,-2.873,0,0.422,0.153,0.00381,0.0818,0.177,155.128,4,angry
spotify:track:1fgd6RdWXZIAPtV3K3bQk9,Until Dawn,spotify:artist:4Mtu6SsfyJ5yxKeyzpeWSw,Amentis,hardstyle,20,863,0.52,0.977,1,-3.489,1,0.08,0.00513,0.00173,0.771,0.717,150.056,4,angry
spotify:track:01GwMt79AGk31BrZCXl4Z4,The Get Down,spotify:artist:4zYX8Aa744hQ5O2hpAYQI3,Mike Cervello,deep big room,47,39106,0.663,0.992,1,-2.02,1,0.16,0.0461,0.63,0.0854,0.478,160.016,4,angry
spotify:track:4hpjiky56u2GlOtbe0qqhJ,No Regrets,spotify:artist:72iCiKwu6nu6Qq9emIwzYv,Kayzo,brostep,60,143753,0.669,0.979,0,-2.906,1,0.14,0.00567,0.327,0.131,0.331,139.988,4,angry
spotify:track:58qebZyV7A4Gka3vw51EUW,Legacy,spotify:artist:5oFnSQlO6c7ZzmF1zWyu3W,Gerald Le Funk,dutch edm,30,3428,0.741,0.914,1,-4.463,1,0.0808,0.00405,0.792,0.0742,0.177,149.998,4,angry
spotify:track:56p7ocnzcI01YD4fJ2Av8U,Bussback,spotify:artist:7dtX3ykcuyVmts2HQnWgSP,Kompany,dubstep,50,45164,0.524,0.965,3,-1.351,0,0.275,0.00237,0.064,0.151,0.388,150.023,4,angry
spotify:track:67ggfieHbJuEUlTYTqBJ9L,200 BPM,spotify:artist:7momuad2Twkv5O7MY3dODa,Frontliner,classic hardstyle,53,82731,0.347,0.993,8,-2.731,0,0.187,0.0969,2.34e-05,0.392,0.162,199.934,4,angry
spotify:track:0h3TwMapBKKlXE9jJUoNL7,FTF,spotify:artist:0baOAtqOc46DHJmE2v4w1c,Rio Bakoo,na,13,26,0.752,0.991,8,-0.202,1,0.0518,0.0647,0.876,0.202,0.126,128.007,4,angry
spotify:track:2Tu7jeOyCldrpbGxbAOdY5,Time To Rage,spotify:artist:31DUXycJt0YIBoMXLI5UdV,Trampa,deathstep,43,54394,0.476,0.948,1,-1.562,1,0.319,0.00577,0.0351,0.0962,0.123,145.162,4,angry
spotify:track:59uE96HCuw7ZbpIp7dCtT4,Pumping Guns,spotify:artist:4wm2p43N7iw80NkW0T5QmF,Hardfunction,hardstyle,29,1141,0.597,0.962,6,-3.067,0,0.0605,0.064,4.2e-05,0.0738,0.723,154.953,4,angry
spotify:track:5M3etptJRFTPmXYDv4kU9V,Deadman - Krimer Remix,spotify:artist:3BojQr5ihZly0IUXsLPN3w,Vulgatron,na,37,2688,0.413,0.995,9,1.172,1,0.441,0.0256,0.0,0.589,0.0748,72.991,4,angry
spotify:track:6LKIs8K6tKcTULyhXG5JrC,Out of Time,spotify:artist:73FimPRjVmwReThuQJShb1,Almagest!,na,18,124,0.562,0.836,9,-5.481,0,0.0617,0.0758,0.246,0.112,0.2,75.013,4,angry
spotify:track:6MJaRAIaYhE1LFRhuF9a3O,Novocaine,spotify:artist:0deIjoDjl9g9Zpw0sCIOHh,Valentino Khan,bass house,64,189153,0.674,0.977,8,-2.554,0,0.109,0.00705,0.794,0.11,0.731,169.92,4,angry
spotify:track:3QeL6LDHqTfNNtenTUIz4J,Party (feat. Lil Debbie),spotify:artist:3EXfNuPuR3OFEdlyoSutcG,Sikdope,bass house,52,63766,0.712,0.973,10,-3.411,0,0.0746,0.000926,3.84e-05,0.0697,0.815,150.018,4,angry
spotify:track:3Zl04qzjONEVzKRw4uNePW,Torero,spotify:artist:5Pt35ygNM9XKtD6WSZ6rAn,Wicked Minds,na,30,2194,0.537,0.994,1,-2.417,1,0.193,0.00282,0.0118,0.291,0.158,155.017,4,angry
spotify:track:31HQDG9gRRg1ffegJJB6A9,The Joker,spotify:artist:2B3mYtzGes0f92Yfn4mVQD,Kronos,hardstyle,43,8092,0.499,0.986,10,-3.18,0,0.159,0.00106,0.0343,0.282,0.254,155.087,4,angry
spotify:track:64qfyhczkVcYxzvUFmHsrI,Fuck the Politics,spotify:artist:64b1FzJV5njaX6Jcrg5ZEm,Rob Gee,gabba,34,5002,0.553,0.996,11,-1.369,1,0.0894,0.00106,0.00115,0.0788,0.321,99.998,4,angry
spotify:track:4InWTUjCFcjpeHZKPYppIO,Demons,spotify:artist:6OmEJA1myxyRYNgU016xHY,Türküm,bass trap,47,22039,0.479,0.909,7,-6.626,1,0.0535,0.00242,0.956,0.354,0.408,116.986,4,angry
spotify:track:7a5OUYOGtWSHKlsZz4n3QL,Closer,spotify:artist:5zfDGV6C2Xwns1g773GF3N,Magnificence,big room,44,32724,0.69,0.858,2,-4.784,1,0.0694,0.00116,0.69,0.0422,0.491,126.014,4,angry
spotify:track:6YiKRS9E0vOIqXC35Znher,Lol Trap Music,spotify:artist:7IyxUmBgkkV4jh7kHoip34,Hi I'm Ghost,dubstep,38,24592,0.78,0.973,1,-1.182,1,0.3,0.0151,0.0203,0.133,0.389,144.999,4,angry
spotify:track:0pMeEq5L5Cxx0pC4UNnDSq,sunset strip,spotify:artist:1fA8WmzG2eU2q13kAAjoN8,ricky retro,na,46,11459,0.723,0.73,2,-3.455,1,0.0697,0.00201,0.91,0.329,0.614,125.027,4,angry
spotify:track:5OpwXip6umihcrVaJtEKuw,Game Tight,spotify:artist:7eS0sxPiRLeafMwpgLJml1,Imperatorz,hardstyle,36,3617,0.578,0.978,7,-1.806,1,0.161,0.00201,0.000369,0.323,0.539,159.916,3,angry
spotify:track:1LZ4s4yuTmlsQy1udl1hPZ,Night Terror (feat. Of Mice & Men),spotify:artist:72iCiKwu6nu6Qq9emIwzYv,Kayzo,brostep,60,143753,0.657,0.744,7,-5.193,1,0.0341,0.00225,0.0433,0.362,0.241,90.026,4,angry
spotify:track:1Emp3xfmcBxcFt8n4srZtr,BLISS 2K,spotify:artist:4aBx7mA6lUOVhEsjokZrXb,MUST DIE!,brostep,44,97226,0.518,0.99,8,-1.734,1,0.107,0.0167,0.762,0.643,0.429,150.022,4,angry
spotify:track:6iUgvkPyT5z93MWf42B8fx,The Scream,spotify:artist:0Ldjd0Z66CJ0rChWXx0jzB,Billx,frenchcore,56,48015,0.255,0.971,8,-3.014,1,0.0979,0.000488,0.637,0.0633,0.0674,159.988,4,angry
spotify:track:4rH7kBVrkL9h9mX9jzBkYX,Light The Fire,spotify:artist:6KlY7jizsLWQcXR1F2Sn9j,Aftershock,hardstyle,41,9537,0.429,0.919,10,-2.948,0,0.0995,0.000108,0.634,0.193,0.425,150.051,4,angry
spotify:track:0vPvo2qG9oxhhPMss3MfdH,Chunky,spotify:artist:7dtX3ykcuyVmts2HQnWgSP,Kompany,dubstep,50,45164,0.389,0.994,1,-0.38,1,0.354,0.00119,0.00291,0.24,0.265,149.965,4,angry
spotify:track:0FggqGqUUNv2H4YBoHi1mF,Fire Riddim,spotify:artist:6vqCmRUfUzOS1Dhi1vwzY5,No Concept,uk dnb,25,1054,0.378,0.955,5,-2.43,0,0.0506,2.41e-05,0.704,0.114,0.0371,174.114,4,angry
spotify:track:3PotQOsx243pKKnlBmq7i7,Gang Shit,spotify:artist:06VibSJEr3GLxLBBZhRums,Dion Timmer,brostep,56,80050,0.658,0.912,11,-2.057,1,0.064,0.00428,0.00202,0.662,0.381,150.014,4,angry
spotify:track:2oYCKGSWyCHhfzbcBNxorC,The Heist,spotify:artist:3RoxAJrso1XZowEEwtCbxq,Ressurectz,hardstyle,28,2569,0.381,0.937,5,-3.989,0,0.154,0.01,0.000337,0.36,0.152,155.032,4,angry
spotify:track:4EJlVuaTWn0xlRj4XtaxzT,Hot 1,spotify:artist:7GQsOji7pfixzkLt63awo5,Tony Romera,bass house,47,16693,0.75,0.813,0,-4.266,1,0.139,0.00206,0.642,0.0781,0.326,140.051,4,angry
spotify:track:7ggJYdWSDlVv2iiO54LpEQ,Brain Confusion - Ncrypta Psycho Mix,spotify:artist:5eHs2hHfUzGizdnrLjc3CW,Act of Rage,rawstyle,50,28741,0.558,0.96,6,-4.363,1,0.3,0.0306,0.0,0.692,0.32,154.991,4,angry
spotify:track:4zvNFbIqIl7h0P9pxs4oja,Night Terror - YDG Remix,spotify:artist:72iCiKwu6nu6Qq9emIwzYv,Kayzo,brostep,60,143753,0.555,0.907,11,-2.266,0,0.11,0.00373,0.0355,0.385,0.127,75.01,4,angry
spotify:track:7wg1WuhBf3nj88EJMu2J1A,Get Down,spotify:artist:4by5ENA6ZMNCQkOX3RIh0G,JNXD,euphoric hardstyle,36,6373,0.339,0.994,10,-1.066,0,0.345,0.0817,0.0,0.773,0.0872,155.262,4,angry
spotify:track:5hhefTdz9pJM5HfP3uqVJ3,Starlight,spotify:artist:05Aza1WOvuk0AzPulvIdZC,BENGR,hardstyle,23,588,0.367,0.872,7,-5.362,0,0.0485,0.00567,0.0,0.825,0.183,155.066,4,angry
spotify:track:7MLSSXQOVCNKq8H3difWMz,Glocks (feat. Milano The Don),spotify:artist:2Zxy5LwBatI5kw4uponwHQ,Riot Ten,dubstep,54,69705,0.646,0.87,11,-4.847,0,0.123,0.01,0.251,0.0966,0.204,75.066,4,angry
spotify:track:15avYgGiZCIT8PYtcRH7VU,Punk'd,spotify:artist:1sJbXvN5tJwsn9JQuM8fTo,Haus of Panda,canadian electronic,42,4258,0.676,0.955,0,-3.004,1,0.102,0.00164,0.387,0.0374,0.696,145.018,4,angry
spotify:track:7xXZJelba5ftv86noXoLby,Showdown,spotify:artist:6vqCmRUfUzOS1Dhi1vwzY5,No Concept,uk dnb,25,1054,0.403,0.954,0,-4.514,1,0.0803,4.18e-05,0.907,0.167,0.0399,174.072,4,angry
spotify:track:4bzPSpOR6dzugcyy2jHaEp,Inner Strength,spotify:artist:7LsIj2cflfPqS8px4dduGG,Degos & Re-Done,classic hardstyle,35,8243,0.46,0.931,10,-3.681,0,0.161,0.00283,0.208,0.394,0.123,155.089,4,angry
spotify:track:57OZJdfxB6ofTl1usLxhGt,Rise Up,spotify:artist:2oZVtrCwHyCZlIWAwy3VBn,Antiserum,dubstep,37,12433,0.284,0.962,0,-1.869,1,0.283,3.24e-05,0.251,0.535,0.349,75.046,4,angry
spotify:track:2w8yVxZs08A1o9fTVzUKSm,Pussy Motherfuckerz - D-Fence Remix,spotify:artist:1dWCpNKvuNDv2rE4gCVNwj,Endymion,gabba,51,29971,0.657,0.997,8,-0.591,1,0.199,0.0691,0.0,0.222,0.169,100.036,4,angry
spotify:track:57Y16Yl1Ocu9WC837zQJz1,Gore On The Dancefloor,spotify:artist:7u160I5qtBYZTQMLEIJmyz,Borgore,bass trap,58,537090,0.735,0.98,0,-0.136,0,0.355,0.0571,0.0,0.302,0.4,144.97,4,angry
spotify:track:0XK4ygCYQqB3qx7rtUbQfc,SouthSide - Yultron Remix,spotify:artist:540vIaP2JwjQb9dm3aArA4,DJ Snake,dance pop,80,7164285,0.502,0.984,1,-2.408,1,0.401,0.00422,0.117,0.134,0.0708,150.034,4,angry
spotify:track:56ghsgSC9Y0MJ1yKnLFixe,Arriba,spotify:artist:18pYFSeMi7sOL6nGMICHtS,Psyko Punkz,classic hardstyle,53,80840,0.521,0.832,1,-5.321,1,0.166,0.0262,0.000499,0.121,0.337,152.772,4,angry
spotify:track:33d2hLkv1uH3lYk0fsknwy,Give It To Me,spotify:artist:47z7ZrgFoBvVpCnElCE3Zh,Yellow Claw,bass trap,68,938784,0.607,0.957,1,-6.474,1,0.0713,2.32e-05,0.142,0.155,0.333,150.026,4,angry
spotify:track:5afrcE8dCEEF1vq3JVrbwr,Storm Sailing,spotify:artist:1YBTvxYU3pOhAWYX596yiE,Hywall,na,23,382,0.537,0.995,10,-1.546,1,0.186,0.013,0.0221,0.222,0.237,112.464,1,angry
spotify:track:5rI9ytUGHxjfeTYzjA2T1n,Vienna,spotify:artist:1u7OVFmWah4wQhOPIbUb8U,Will Sparks,big room,64,207116,0.5,0.961,2,-5.936,1,0.0794,0.000887,0.613,0.0655,0.159,160.011,4,angry
spotify:track:4qr7NYXy5ZnW8RiGhdSSMN,Revelation,spotify:artist:7BqEidErPMNiUXCRE0dV2n,Zardonic,darkstep,51,45480,0.378,0.973,11,-4.717,1,0.18,7.97e-05,2.52e-06,0.266,0.288,175.003,4,angry
spotify:track:36bOT34EdRNrNhCWMwNJKu,Just A Girl,spotify:artist:0cQbJU1aAzvbEmTuljWLlF,No Doubt,alternative rock,69,1802307,0.641,0.914,2,-4.798,1,0.05,0.0799,6.54e-05,0.132,0.723,107.996,4,angry
spotify:track:34dNNAtWZPAFvh8vzg8Ju0,Try Too Hard,spotify:artist:1KCSPY1glIKqW2TotWuXOR,P!nk,dance pop,82,9943911,0.304,0.984,7,-2.921,1,0.0624,0.000145,0.000143,0.251,0.55,166.781,4,angry
spotify:track:35SoUqPtT7tgqBco7FSnCN,Kiss With A Fist,spotify:artist:1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,baroque pop,76,5411958,0.4,0.791,2,-5.346,1,0.116,0.00287,0.000137,0.0637,0.573,106.765,4,angry
spotify:track:0hdqh5GuLFdfmbUhpgwGQj,Bad Reputation,spotify:artist:1Fmb52lZ6Jv7FMWXXTPO3K,Joan Jett & The Blackhearts,glam punk,68,448390,0.384,0.972,6,-4.018,1,0.183,0.00184,0.0152,0.0565,0.848,204.474,4,angry
spotify:track:6ifDwKH8OlIWPcXuWMyST2,Volcano Girls,spotify:artist:2QwJQuBekTA4qF7N7uLHDP,Veruca Salt,alternative pop,48,148666,0.542,0.957,4,-2.794,1,0.0368,0.000902,1.34e-06,0.424,0.612,131.492,4,angry
spotify:track:6cSQSGa2tFufkTdlKs2TKN,U + Ur Hand,spotify:artist:1KCSPY1glIKqW2TotWuXOR,P!nk,dance pop,82,9943911,0.706,0.889,0,-3.692,1,0.0556,0.00125,0.0,0.033,0.882,141.025,4,angry
spotify:track:3hgzEGrm5iTY6pkgJ827qX,Anklebiters,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,candy pop,78,5626742,0.545,0.979,4,-3.875,1,0.0914,0.00015,1.1e-06,0.684,0.8,115.003,4,angry
spotify:track:7cdnq45E9aP2XDStHg5vd7,Cherry Bomb,spotify:artist:5eTq3PxbOh5vgeRXKNqPyV,The Runaways,early us punk,55,228854,0.501,0.813,11,-8.192,1,0.0639,0.0455,4.75e-05,0.131,0.495,136.59,4,angry
spotify:track:0opRTPPvTyqqTr4SIDPOxL,Humble Neighborhoods,spotify:artist:1KCSPY1glIKqW2TotWuXOR,P!nk,dance pop,82,9943911,0.422,0.969,3,-3.265,0,0.0582,0.00155,0.0,0.72,0.832,155.26,4,angry
spotify:track:0XyjtybwqSdqMAFfBEkmZf,Rebel Girl,spotify:artist:0gvHPdYxlU94W7V5MSIlFe,Bikini Kill,indie punk,50,210283,0.435,0.939,8,-3.845,0,0.111,0.0122,0.00466,0.0614,0.559,134.938,4,angry
spotify:track:1K0F79D6b7XGDM667RpnsW,A Living Human Girl,spotify:artist:67WNUxmM7y4WzHPAVzBu3E,The Regrettes,indie pop,56,182327,0.383,0.609,2,-4.049,1,0.0547,0.157,0.0,0.188,0.452,81.241,4,angry
spotify:track:0s6LhO1QGJTx5unlghqGkY,Men Explain Things to Me,spotify:artist:3h0MN1neFknEvlYKxFmSQW,Tacocat,bubblegrunge,37,37640,0.215,0.901,9,-4.706,1,0.0554,0.000997,0.0421,0.0307,0.568,171.902,4,angry
spotify:track:4aICBAAFGF3pLSZDlmsMj9,Fences,spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,candy pop,78,5626742,0.452,0.82,11,-4.508,0,0.0325,0.00153,0.0,0.21,0.838,202.108,4,angry
spotify:track:2V4Bc2I962j7acQj1N0PiQ,Celebrity Skin,spotify:artist:5SHQUMAmEK5KmuSb0aDvsn,Hole,alternative rock,61,593026,0.438,0.905,9,-6.161,1,0.0419,9.44e-06,5.4e-05,0.363,0.723,134.163,4,angry
spotify:track:3MtGstTnbaZaVOLcfpuiiE,Prom Queen,spotify:artist:2vnB6tuQMaQpORiRdvXF9H,Beach Bunny,bubblegrunge,68,313491,0.528,0.797,4,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785,4,angry
spotify:track:7Cw4Zz1I0uuRrejL3MPTOx,Last to Know,spotify:artist:1KCSPY1glIKqW2TotWuXOR,P!nk,dance pop,82,9943911,0.498,0.946,4,-3.127,0,0.0781,0.0215,0.005,0.109,0.483,164.465,4,angry
spotify:track:2tRI6j8RxFwrxoRKs7dnV8,Double Dare Ya,spotify:artist:0gvHPdYxlU94W7V5MSIlFe,Bikini Kill,indie punk,50,210283,0.335,0.855,4,-6.762,1,0.0701,0.000298,0.00173,0.483,0.559,186.528,4,angry
spotify:track:4iGxxqZaZ2Z0YFiXgd8n8O,Dead Men Don't Rape,spotify:artist:535KSdsDbNGj6w6eCBkRP5,7 Year Bitch,grunge,33,43901,0.349,0.709,9,-12.339,0,0.0336,9.03e-06,0.0095,0.147,0.708,114.581,3,angry
spotify:track:3jzdwBxvsX1Z9gcRYhjczT,I Eat Boys Like You For Breakfast,spotify:artist:2MCUVoI9J8LEqtHvf3X5ln,Ida Maria,na,40,42906,0.462,0.792,11,-2.289,0,0.035,0.00142,0.0847,0.313,0.654,115.939,4,angry
spotify:track:6up9wrFB2J4VoZ720EgMZU,Jealousy,spotify:artist:2LXeJdQVcFkhkWydphLI74,Liz Phair,alternative pop,48,106754,0.564,0.86,2,-12.135,1,0.0347,0.000764,0.215,0.255,0.554,132.528,4,angry
spotify:track:1BYqosPcKynuuSLZe2Wp7G,Nasty Grrls,spotify:artist:3XHOP2aNX2wGtamgbkqfuw,Childbirth,indie punk,31,15904,0.501,0.724,2,-5.675,1,0.0569,0.0547,0.673,0.105,0.314,127.528,4,angry
spotify:track:3Z8FYAcaxRB0ksetrVMu7O,Centerfold,spotify:artist:1KCSPY1glIKqW2TotWuXOR,P!nk,dance pop,82,9943911,0.621,0.856,2,-6.202,1,0.115,0.00608,0.0,0.377,0.552,166.928,4,angry
spotify:track:7weMJXfu8leOPWd4COj2Qp,Oh Bondage! Up Yours!,spotify:artist:5BgWMOdEUJYdUBH3WXfMWt,X-Ray Spex,black punk,42,77052,0.457,0.687,2,-7.872,1,0.0411,0.0182,0.0079,0.231,0.673,158.952,4,angry
spotify:track:5L3H63sBURBch3bUJ2acIJ,Teenage Whore,spotify:artist:5SHQUMAmEK5KmuSb0aDvsn,Hole,alternative rock,61,593026,0.104,0.77,5,-10.697,1,0.0438,0.000974,0.157,0.273,0.43,188.9,3,angry
spotify:track:5jqc7CaLxHadSTtusEhi8s,Bitch Theme,spotify:artist:3GTaO7e3uPaG0SJR7Hxy8L,Bratmobile,olympia wa indie,46,61357,0.329,0.952,1,-6.862,0,0.0686,0.0056,0.602,0.0702,0.298,155.313,4,angry
spotify:track:6RnIQtsHeCWSA9ILQgx6J1,Bad Ass Bitch,spotify:artist:3p3KAZ6zqhFkkH5ZdTuS5X,Lunachicks,power-pop punk,33,32168,0.288,0.968,9,-4.407,1,0.109,0.000164,0.00196,0.163,0.21,135.272,4,angry
spotify:track:4WvIi9hueuiDChICBM8rej,Lethal Lolita,spotify:artist:5leYQ5Go0WzslKsAoicGaO,Red Aunts,riot grrrl,26,8157,0.26,0.536,7,-11.579,1,0.0429,0.00122,2.59e-05,0.139,0.845,192.805,4,angry
spotify:track:7a6Dhd4897ZBnlkA9H6BYe,Supermodel - Superficial,spotify:artist:713dOrzih7UQvUmok0Hft4,Voodoo Queens,riot grrrl,19,1569,0.27,0.895,9,-10.527,1,0.0493,0.000917,0.877,0.356,0.608,154.247,4,angry
spotify:track:2sElL4pdDB9HReW1dCp6hH,Trophy Wifey,spotify:artist:5LqNtBKweePwvXgJ4BWWuA,Partyline,riot grrrl,22,4798,0.352,0.903,9,-5.912,1,0.0428,0.121,0.0,0.207,0.468,122.525,4,angry
spotify:track:1dEv8KfhvSrwwmIC38uFZ3,Fuck and Run (Remastered),spotify:artist:2LXeJdQVcFkhkWydphLI74,Liz Phair,alternative pop,48,106754,0.774,0.729,2,-6.398,1,0.0331,0.564,0.0157,0.0966,0.963,136.219,4,angry
spotify:track:6YpI4sWbjUhVPdlpwYwCO6,Animal,spotify:artist:6rniTPs9zN26kYnkPdFl1U,Sir Chloe,indie pop,67,135460,0.494,0.457,7,-6.072,1,0.0306,0.407,1.43e-06,0.142,0.342,82.837,4,angry
spotify:track:0lg4uNTB754E7o1kOBu06K,real date,spotify:artist:38i6Mmxdca0hxDtlpswXxH,Insignificant Other,bubblegrunge,24,3501,0.413,0.68,4,-10.249,1,0.0549,0.00224,0.446,0.107,0.215,88.345,4,angry
spotify:track:4QCh2lsDQnGG2mh5zR72dQ,ANIMAL,spotify:artist:4wLIbcoqmqI4WZHDiBxeCB,Sleater-Kinney,alternative pop,48,177855,0.597,0.87,8,-3.805,1,0.0776,0.131,7.69e-05,0.076,0.724,154.075,4,angry
spotify:track:3DcPLPvsZPcFcYfMPMfh4e,I Want You to Want Me,spotify:artist:7E41j1yL9ZeTWfqe9bUGgw,Letters To Cleo,alternative pop,46,59329,0.489,0.755,5,-5.092,1,0.0708,0.0189,2.29e-05,0.0812,0.624,104.239,4,angry
spotify:track:0Z33KFAGut49bYtvHF9TWt,Cruel To Be Kind,spotify:artist:7E41j1yL9ZeTWfqe9bUGgw,Letters To Cleo,alternative pop,46,59329,0.542,0.902,4,-3.669,1,0.0577,0.0903,0.0,0.327,0.709,135.074,4,angry
